vote_2020,age,gender,interest,state,household_income,hispanic,education,ideo5,vote_trump,vote_Biden,agegroup,race
Donald Trump,46,Male,Some of the time,OH,"$75,000 to $79,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,36 to 50,White
Donald Trump,57,Male,Most of the time,MA,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Joe Biden,46,Female,Most of the time,TX,"$55,000 to $59,999",Mexican,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,39,Male,Most of the time,IL,"$250,000 and above",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,31,Male,Most of the time,MD,"$90,000 to $94,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Joe Biden,28,Male,Some of the time,FL,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,"Black, or African American"
Donald Trump,79,Female,Some of the time,OH,"$30,000 to $34,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Donald Trump,57,Female,Only now and then,NY,"$65,000 to $69,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Donald Trump,36,Male,Some of the time,MI,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Joe Biden,68,Male,Only now and then,NC,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,0,1,66 to 80,White
Joe Biden,57,Female,Most of the time,NY,"$60,000 to $64,999",Not Hispanic,Associate Degree,Liberal,0,1,51 to 65,"Black, or African American"
Joe Biden,25,Male,Some of the time,GA,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,0,1,21 to 35,"Black, or African American"
Donald Trump,51,Male,Only now and then,AZ,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Joe Biden,58,Male,Most of the time,GA,"$70,000 to $74,999",Cuban,Associate Degree,Very Liberal,0,1,51 to 65,"Black, or African American"
Donald Trump,63,Male,Some of the time,OH,"$15,000 to $19,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,51 to 65,White
Joe Biden,24,Male,Some of the time,NY,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,"Black, or African American"
Donald Trump,43,Male,Most of the time,NY,"$175,000 to $199,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Joe Biden,73,Male,Most of the time,AL,"$250,000 and above",Not Hispanic,Doctorate degree,Liberal,0,1,66 to 80,White
Donald Trump,54,Male,Only now and then,GA,"$15,000 to $19,999",Not Hispanic,Masters degree,Very Conservative,1,0,51 to 65,White
Joe Biden,60,Male,Some of the time,WI,"$70,000 to $74,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,White
Joe Biden,63,Male,Most of the time,NY,"$15,000 to $19,999",Not Hispanic,Associate Degree,Very Liberal,0,1,51 to 65,White
Joe Biden,40,Male,Most of the time,IL,"$95,000 to $99,999",Mexican,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Joe Biden,49,Male,Most of the time,FL,"$150,000 to $174,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Joe Biden,21,Male,Most of the time,FL,"$50,000 to $54,999",Not Hispanic,High school graduate,Very Liberal,0,1,21 to 35,"Black, or African American"
Donald Trump,60,Male,Most of the time,MO,"$40,000 to $44,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,51 to 65,White
Donald Trump,71,Male,Most of the time,OH,"$65,000 to $69,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Joe Biden,33,Male,Most of the time,PA,"$30,000 to $34,999",Not Hispanic,High school graduate,Not Sure,0,1,21 to 35,White
Joe Biden,59,Male,Most of the time,AZ,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,83,Male,Most of the time,NJ,"$70,000 to $74,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,above 80,White
Joe Biden,64,Male,Most of the time,FL,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,"Black, or African American"
Joe Biden,48,Male,Most of the time,MI,"$80,000 to $84,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Joe Biden,45,Male,Only now and then,NC,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Donald Trump,56,Male,Most of the time,WI,"$85,000 to $89,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Donald Trump,68,Male,Only now and then,FL,"$65,000 to $69,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Donald Trump,37,Male,Most of the time,GA,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,36 to 50,White
Joe Biden,35,Male,Most of the time,TX,"$250,000 and above",Not Hispanic,Doctorate degree,Very Liberal,0,1,21 to 35,White
Joe Biden,66,Female,Some of the time,IN,"$25,000 to $29,999",Not Hispanic,Associate Degree,Moderate,0,1,66 to 80,"Black, or African American"
Joe Biden,45,Male,Most of the time,WI,"$60,000 to $64,999",Mexican,High school graduate,Moderate,0,1,36 to 50,Other race
Donald Trump,61,Male,Some of the time,AZ,"$30,000 to $34,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Joe Biden,72,Female,Most of the time,IA,"$40,000 to $44,999",Spanish,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Donald Trump,55,Male,Most of the time,NH,"$200,000 to $249,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,20,Male,Most of the time,CO,"$55,000 to $59,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,20 or less,White
Donald Trump,46,Male,Some of the time,IN,"$15,000 to $19,999",Not Hispanic,Associate Degree,Moderate,1,0,36 to 50,White
Joe Biden,64,Female,Most of the time,KY,"$250,000 and above",Not Hispanic,Associate Degree,Moderate,0,1,51 to 65,White
Donald Trump,38,Female,Most of the time,MI,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Donald Trump,68,Female,Some of the time,NJ,"$70,000 to $74,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,Chinese
Joe Biden,64,Male,Most of the time,CA,"$85,000 to $89,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,37,Male,Some of the time,TX,"$15,000 to $19,999",Not Hispanic,Completed some high school,Liberal,0,1,36 to 50,White
Donald Trump,59,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Joe Biden,63,Female,Some of the time,MN,"$80,000 to $84,999",Not Hispanic,Masters degree,Liberal,0,1,51 to 65,White
Joe Biden,77,Female,Most of the time,LA,"$15,000 to $19,999",Other Hispanic,Associate Degree,Moderate,0,1,66 to 80,White
Joe Biden,59,Female,Most of the time,GA,"$125,000 to $149,999",Not Hispanic,Masters degree,Liberal,0,1,51 to 65,White
Joe Biden,50,Male,Most of the time,IL,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Donald Trump,64,Male,Hardly at all,FL,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,23,Male,Most of the time,CA,"$55,000 to $59,999",Other Hispanic,"Completed some college, but no degree",Moderate,0,1,21 to 35,Other race
Joe Biden,43,Male,Some of the time,CA,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,Chinese
Donald Trump,41,Male,Most of the time,CA,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Joe Biden,57,Female,Most of the time,CA,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,other asian or pacific islander
Joe Biden,20,Male,Some of the time,NY,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,20 or less,other asian or pacific islander
Donald Trump,40,Male,Most of the time,GA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,36 to 50,other asian or pacific islander
Joe Biden,42,Female,Most of the time,WA,"$30,000 to $34,999",Mexican,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
Donald Trump,41,Male,Most of the time,CA,"$175,000 to $199,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Joe Biden,32,Female,Hardly at all,AL,"Less than $14,999",Not Hispanic,High school graduate,Liberal,0,1,21 to 35,White
Joe Biden,26,Female,Only now and then,NJ,"$35,000 to $39,999",Not Hispanic,Completed some high school,Moderate,0,1,21 to 35,White
Joe Biden,63,Female,Some of the time,OH,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,"Black, or African American"
Donald Trump,71,Male,Most of the time,KY,"$125,000 to $149,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Joe Biden,43,Female,Some of the time,NJ,"$95,000 to $99,999",Not Hispanic,Masters degree,Conservative,0,1,36 to 50,"Black, or African American"
Donald Trump,42,Male,Most of the time,IL,"$200,000 to $249,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Joe Biden,18,Female,Most of the time,NY,"$125,000 to $149,999",Not Hispanic,Completed some high school,Very Liberal,0,1,20 or less,White
Donald Trump,61,Female,Most of the time,ME,"$55,000 to $59,999",Not Hispanic,Completed some high school,Moderate,1,0,51 to 65,White
Joe Biden,75,Female,Most of the time,TN,"Less than $14,999",Cuban,"Completed some college, but no degree",Conservative,0,1,66 to 80,White
Joe Biden,29,Female,Most of the time,VA,"$175,000 to $199,999",Not Hispanic,Masters degree,Very Liberal,0,1,21 to 35,White
Joe Biden,42,Female,Most of the time,VA,"$125,000 to $149,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Donald Trump,79,Male,Most of the time,NJ,"$45,000 to $49,999",Not Hispanic,Associate Degree,Conservative,1,0,66 to 80,White
Joe Biden,65,Male,Most of the time,CT,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Joe Biden,41,Male,Most of the time,NJ,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,0,1,36 to 50,"Black, or African American"
Joe Biden,72,Female,Most of the time,WI,"$95,000 to $99,999",Not Hispanic,Doctorate degree,Liberal,0,1,66 to 80,"Black, or African American"
Donald Trump,48,Male,Some of the time,IA,"$90,000 to $94,999",Not Hispanic,Associate Degree,Conservative,1,0,36 to 50,White
Donald Trump,48,Male,Some of the time,AR,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,36 to 50,White
Donald Trump,68,Female,Some of the time,AR,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Joe Biden,47,Female,Some of the time,NJ,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Conservative,0,1,36 to 50,"Black, or African American"
Donald Trump,67,Female,Most of the time,CA,"$50,000 to $54,999",Not Hispanic,Doctorate degree,Very Conservative,1,0,66 to 80,White
Joe Biden,68,Female,Most of the time,CA,"$30,000 to $34,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,White
Joe Biden,57,Male,Most of the time,NJ,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Joe Biden,58,Male,Most of the time,PA,"$250,000 and above",Not Hispanic,Masters degree,Conservative,0,1,51 to 65,White
Donald Trump,79,Male,Only now and then,PA,"$40,000 to $44,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Joe Biden,48,Female,Most of the time,GA,"$55,000 to $59,999",Not Hispanic,Masters degree,Very Liberal,0,1,36 to 50,White
Joe Biden,62,Male,Most of the time,MD,"$60,000 to $64,999",Not Hispanic,Masters degree,Moderate,0,1,51 to 65,White
Joe Biden,55,Female,Most of the time,VA,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,40,Male,Some of the time,IL,"$175,000 to $199,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,25,Female,Some of the time,TN,"$35,000 to $39,999",Not Hispanic,Completed some high school,Moderate,1,0,21 to 35,White
Donald Trump,69,Female,Some of the time,NJ,"$95,000 to $99,999",Not Hispanic,Associate Degree,Not Sure,1,0,66 to 80,White
Donald Trump,38,Male,Most of the time,TX,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Donald Trump,68,Female,Some of the time,VA,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Joe Biden,29,Male,Hardly at all,MS,"$30,000 to $34,999",Mexican,Completed some high school,Not Sure,0,1,21 to 35,Other race
Donald Trump,65,Female,Most of the time,TX,"$25,000 to $29,999",Not Hispanic,Associate Degree,Very Conservative,1,0,51 to 65,White
Donald Trump,40,Male,Most of the time,FL,"$95,000 to $99,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,76,Male,Most of the time,VA,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,66 to 80,White
Donald Trump,75,Female,Most of the time,ID,"$55,000 to $59,999",Not Hispanic,High school graduate,Very Conservative,1,0,66 to 80,White
Donald Trump,76,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Donald Trump,78,Female,Some of the time,OR,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,82,Female,Most of the time,VA,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,above 80,Other race
Joe Biden,18,Male,Most of the time,MA,"$250,000 and above",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,20 or less,White
Donald Trump,76,Male,Most of the time,FL,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Donald Trump,43,Male,Most of the time,NY,"$200,000 to $249,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Donald Trump,41,Male,Some of the time,OH,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,29,Female,Some of the time,GA,"$20,000 to $24,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,"Black, or African American"
Joe Biden,55,Female,Most of the time,FL,"$30,000 to $34,999",Other Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,Other race
Joe Biden,62,Female,Most of the time,MA,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Joe Biden,33,Male,Most of the time,MA,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,other asian or pacific islander
Joe Biden,75,Female,Some of the time,ID,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,Other race
Joe Biden,39,Male,Some of the time,NY,"$70,000 to $74,999",Not Hispanic,Associate Degree,Liberal,0,1,36 to 50,White
Donald Trump,74,Female,Most of the time,IL,"$45,000 to $49,999",Not Hispanic,High school graduate,Very Conservative,1,0,66 to 80,White
Donald Trump,25,Male,Only now and then,TX,"$40,000 to $44,999",Not Hispanic,High school graduate,Very Conservative,1,0,21 to 35,White
Donald Trump,25,Male,Only now and then,MO,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,21 to 35,White
Donald Trump,40,Male,Most of the time,GA,"$175,000 to $199,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,35,Male,Some of the time,WA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Joe Biden,19,Male,Some of the time,IN,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,20 or less,White
Joe Biden,72,Male,Most of the time,TX,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Liberal,0,1,66 to 80,White
Joe Biden,70,Male,Most of the time,PA,"$150,000 to $174,999",Not Hispanic,Masters degree,Moderate,0,1,66 to 80,White
Donald Trump,41,Male,Most of the time,NC,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Joe Biden,71,Female,Most of the time,AZ,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,53,Male,Most of the time,CA,"$100,000 to $124,999",Not Hispanic,Masters degree,Moderate,0,1,51 to 65,White
Donald Trump,27,Female,Most of the time,IL,"$30,000 to $34,999",Not Hispanic,Completed some high school,Very Liberal,1,0,21 to 35,White
Donald Trump,36,Male,Some of the time,WA,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,36 to 50,White
Joe Biden,60,Male,Most of the time,CO,"Less than $14,999",Not Hispanic,High school graduate,Liberal,0,1,51 to 65,"Black, or African American"
Joe Biden,32,Male,Some of the time,FL,"Less than $14,999",Not Hispanic,High school graduate,Liberal,0,1,21 to 35,"Black, or African American"
Donald Trump,64,Female,Some of the time,FL,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,51,Male,Most of the time,PA,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
